"V1" "V2"
"" "Phosphatidylglycerophosphate (dioctadec-9-12-15-trienoyl, n-C18 3)" "E56_trdox[c]_complex"
"" "Phosphatidylglycerophosphate (dioctadec-9-12-15-trienoyl, n-C18 3)" "E81_atp[c]_complex"
"" "Phosphatidylglycerophosphate (dioctadec-9-12-15-trienoyl, n-C18 3)" "E90_atp[c]_complex"
"" "Phosphatidylglycerophosphate (dioctadec-9-12-15-trienoyl, n-C18 3)" "E8_atp[c]_fe3[p]_complex"
"" "Phosphatidylglycerophosphate (dioctadec-9-12-15-trienoyl, n-C18 3)" "E95_atp[c]_fe3[p]_complex"
"" "Phosphatidylglycerophosphate (dioctadec-9-12-15-trienoyl, n-C18 3)" "E101_atp[c]_cobalt2[c]_complex"
"" "Phosphatidylglycerophosphate (dioctadec-9-12-15-trienoyl, n-C18 3)" "E427_ipdp[c]_nadp[c]_complex"
"" "Phosphatidylglycerophosphate (dioctadec-9-12-15-trienoyl, n-C18 3)" "E150_dhpmp[c]_complex"
"" "Phenylacetic acid" "E444_phpyr[c]_complex"
"" "Phenylacetic acid" "x(460)"
"" "Phenylacetic acid" "x(504)"
"" "Phenylacetic acid" "E368_3mob[c]_accoa[c]_complex"
"" "Phenylacetic acid" "x(17)"
"" "Phenylacetic acid" "E78_atp[c]_complex"
"" "Phenylacetic acid" "E442_atp[c]_cu2[p]_complex"
"" "Phenylacetic acid" "E94_atp[c]_complex"
"" "Phenylacetic acid" "x(131)"
"" "Phenylacetic acid" "x(137)"
"" "Phenylacetic acid" "E126_atp[c]_complex"
"" "Phenylacetic acid" "E224_ahcys[c]_complex"
"" "Phenylacetic acid" "x(468)"
"" "Phenylacetic acid" "E499_hmppp9[c]_nadp[c]_complex"
"" "Phenylacetic acid" "E14_ahdt[c]_complex"
"" "Phenylacetic acid" "E71_3mob[c]_accoa[c]_complex"
"" "Phenylacetic acid" "x(121)"
"" "Phenylacetic acid" "E333_trdox[c]_complex"
"" "Phenylacetic acid" "E429_atp[c]_fe2[p]_complex"
"" "Phenylacetic acid" "E452_amet[c]_complex"
"" "Phenylacetic acid" "E427_nadp[c]_complex"
"" "Phenylacetic acid" "(x(489)"
"" "Phenylacetic acid" "x(491))"
"" "Phenylacetic acid" "x(812)"
"" "Phenylacetic acid" "(x(194)"
"" "Phenylacetic acid" "x(43)"
"" "Phenylacetic acid" "E385_uppg3[c]_complex"
"" "Phenylacetic acid" "E350_imacp[c]_complex"
"" "Phenylacetic acid" "E360_3mob[c]_complex"
"" "Phenylacetic acid" "E98_atp[c]_complex"
"" "Phenylacetic acid" "E371_sucbz[c]_complex"
"" "Phenylacetic acid" "x(521)"
"" "Phenylacetic acid" "E376_14dh2napcoa[c]_complex"
"" "Phenylacetic acid" "E93_atp[c]_cu2[p]_complex"
"" "Phenylacetic acid" "E177_agm[c]_complex"
"" "Phenylacetic acid" "E14_dhpmp[c]_complex"
"" "Phenylacetic acid" "E199_udpsq[c]_complex"
"" "Phenylacetic acid" "E47_fdp[c]_complex"
"" "Phenylacetic acid" "E276_fdp[c]_complex"
"" "Phenylacetic acid" "E170_arg__L[c]_complex"
"" "Phenylacetic acid" "E17_4gudbutn[c]_complex"
"" "Phenylacetic acid" "E178_4gudbutn[c]_complex"
"" "Phenylacetic acid" "E110_asn__L[c]_complex"
"" "Phenylacetic acid" "E131_asn__L[c]_complex"
"" "Phenylacetic acid" "E258_gthrd[c]_complex"
"" "Phenylacetic acid" "E42_cgly[c]_complex"
"" "Phenylacetic acid" "E156_6pgl[c]_complex"
"" "Phenylacetic acid" "E349_ctp[c]_complex"
"" "Phenylacetic acid" "E49_2pglyc[c]_complex"
"" "Phenylacetic acid" "E273_2pglyc[c]_complex"
"" "Phenylacetic acid" "E274_2pglyc[c]_complex"
"" "Phenylacetic acid" "E56_gtp[c]_complex"
"" "Phenylacetic acid" "E58_amp[c]_complex"
"" "Phenylacetic acid" "E315_amp[c]_complex"
"" "Phenylacetic acid" "E7_atp[c]_cobalt2[c]_complex"
"" "Phenylacetic acid" "E415_atp[c]_cobalt2[c]_complex"
"" "Phenylacetic acid" "E91_atp[c]_ca2[p]_complex"
"" "Phenylacetic acid" "E433_atp[c]_ca2[p]_complex"
"" "Phenylacetic acid" "E382_25dhpp[c]_complex"
"" "Phenylacetic acid" "E103_adprib[c]_complex"
"" "Phenylacetic acid" "E474_adprib[c]_complex"
"" "Phenylacetic acid" "E477_csn[c]_complex"
"" "Phenylacetic acid" "E316_fmn[c]_complex"
"" "Phenylacetic acid" "E105_gtp[c]_complex"
"" "Phenylacetic acid" "E482_amp[c]_complex"
"" "Phenylacetic acid" "E329_arg__L[c]_complex"
"" "Phenylacetic acid" "E121_cytd[c]_complex"
"" "Phenylacetic acid" "E122_amp[c]_complex"
"" "Phenylacetic acid" "E58_cmp[c]_complex"
"" "Phenylacetic acid" "E315_cmp[c]_complex"
"" "Phenylacetic acid" "E333_ctp[c]_complex"
"" "Phenylacetic acid" "E179_10fthf[c]_complex"
"" "Phenylacetic acid" "E88_atp[c]_cobalt2[p]_complex"
"" "Phenylacetic acid" "E349_dctp[c]_complex"
"" "Phenylacetic acid" "E56_trdox[c]_complex"
"" "Phenylacetic acid" "E81_atp[c]_complex"
"" "Phenylacetic acid" "E90_atp[c]_complex"
"" "Phenylacetic acid" "E8_atp[c]_fe3[p]_complex"
"" "Phenylacetic acid" "E95_atp[c]_fe3[p]_complex"
"" "Phenylacetic acid" "E101_atp[c]_cobalt2[c]_complex"
"" "H2O H2O" "x(729)"
"" "Phenylacetic acid" "E427_ipdp[c]_nadp[c]_complex"
"" "Phenylacetic acid" "E150_dhpmp[c]_complex"
"" "L-Phenylalanine" "E320_caro[c]_complex"
"" "L-Phenylalanine" "E425_cpppg3[c]_h[c]_complex"
"" "L-Phenylalanine" "E499_h[c]_nadph[c]_complex"
"" "L-Phenylalanine" "E499_h[c]_hmppp9[c]_nadph[c]_complex"
"" "L-Phenylalanine" "E379_phpyr[c]_complex"
"" "L-Phenylalanine" "E209_asp__L[c]_complex"
"" "L-Phenylalanine" "E379_34hpp[c]_complex"
"" "L-Phenylalanine" "E43_h[c]_nadph[c]_complex"
"" "L-Phenylalanine" "E111_h[c]_hmppp9[c]_nadph[c]_complex"
"" "L-Phenylalanine" "E249_gly[c]_h2o[c]_complex"
"" "L-Phenylalanine" "E209_asp__L[c]_h2o[c]_complex"
"" "L-Phenylalanine" "E76_fmnh2[c]_h[c]_nadh[c]_complex"
"" "L-Phenylalanine" "E394_fmnh2[c]_h[c]_nadh[c]_complex"
"" "L-Phenylalanine" "E4_glyclt[c]_complex"
"" "L-Phenylalanine" "E291_glyclt[c]_complex"
"" "L-Phenylalanine" "E499_h[c]_mppp9om[c]_nadph[c]_complex"
"" "L-Phenylalanine" "E43_h[c]_nadph[c]_neuspn[c]_complex"
"" "x(15)" "E26_thr__L[c]_complex"
"" "x(15)" "E133_ugmda[c]_complex"
"" "x(121)" "x(15)"
"" "x(15)" "x(646))"
"" "x(15)" "E120_pg180[c]_complex"
"" "x(15)" "E120_pg181[c]_complex"
"" "(x(124)" "x(15)"
"" "x(148)" "x(15)"
"" "x(15)" "E197_thr__L[c]_complex"
"" "x(15)" "E203_aspsa[c]_nadp[c]_complex"
"" "x(120))" "x(15)"
"" "x(15)" "E498_ugmd[c]_complex"
"" "x(15)" "x(99)"
"" "(x(566)&x(569)&x(568))" "x(15)"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "x(15)"
"" "x(15)" "x(615)"
"" "(x(644)" "x(15)"
"" "(x(649)&x(648))" "x(15)"
"" "x(15)" "x(58)"
"" "x(15)" "E286_g3p[c]_nad[c]_complex"
"" "x(15)" "E23_f6p[c]_complex"
"" "x(15)" "E192_f6p[c]_complex"
"" "x(15)" "E82_bglycogen[c]_complex"
"" "x(15)" "E410_bglycogen[c]_complex"
"" "x(15)" "E82_glycogen[c]_complex"
"" "x(15)" "E410_glycogen[c]_complex"
"" "2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate" "Phosphate"
"" "x(15)" "E478_uaccg[c]_complex"
"" "(x(660)&x(651)&x(654)&x(664)))" "x(15)"
"" "x(15)" "E399_5mta[c]_complex"
"" "Phosphatidylglycerol (dioctadec-9-enoyl, n-C18 1)" "x(15)"
"" "Phosphatidylglycerol (dioctadec-9-12-dienoyl, n-C18 2)" "x(15)"
"" "Phosphatidylglycerol (dioctadec-9-12-15-trienoyl, n-C18 3)" "x(15)"
"" "E128_amet[c]_complex" "E241_3dhsk[c]_complex"
"" "E128_amet[c]_complex" "E222_met__L[c]_thf[c]_complex"
"" "E128_amet[c]_complex" "E206_h2o[c]_complex"
"" "E128_amet[c]_complex" "E139_thrp[c]_complex"
"" "x(45)" "E128_amet[c]_complex"
"" "E128_amet[c]_complex" "E52_nadp[c]_complex"
"" "E128_amet[c]_complex" "E297_nadp[c]_complex"
"" "E128_amet[c]_complex" "E418_atp[c]_complex"
"" "x(64)" "E128_amet[c]_complex"
"" "E128_amet[c]_complex" "E352_dump[c]_complex"
"" "x(487)" "E128_amet[c]_complex"
"" "E128_amet[c]_complex" "E369_akg[c]_complex"
"" "E128_amet[c]_complex" "E95_pi[c]_complex"
"" "E128_amet[c]_complex" "E449_pre3a[c]_complex"
"" "x(687)" "E128_amet[c]_complex"
"" "E128_amet[c]_complex" "E465_atp[c]_co1dam[c]_complex"
"" "E128_amet[c]_complex" "E481_nad[c]_complex"
"" "x(715)" "E128_amet[c]_complex"
"" "E128_amet[c]_complex" "E229_nadh[c]_phytof[c]_complex"
"" "E128_amet[c]_complex" "E409_pgp161[c]_complex"
"" "E128_amet[c]_complex" "E412_sqdg183_6_9_12[c]_udp[c]_complex"
"" "x(135)" "E128_amet[c]_complex"
"" "E128_amet[c]_complex" "E67_glu__L[c]_pyr[c]_complex"
"" "E128_amet[c]_complex" "E196_nh3[c]_complex"
"" "E128_amet[c]_complex" "E208_23dhdp[c]_complex"
"" "E128_amet[c]_complex" "E229_nadph[c]_phytof[c]_complex"
"" "E128_amet[c]_complex" "E317_caro[c]_complex"
"" "E128_amet[c]_complex" "E503_dvpchlld[c]_complex"
"" "E128_amet[c]_complex" "E361_nadph[c]_complex"
"" "E128_amet[c]_complex" "E406_4ppcys[c]_complex"
"" "E128_amet[c]_complex" "E117_spmd[c]_complex"
"" "E128_amet[c]_complex" "E133_pi[c]_ugmda[c]_complex"
"" "E128_amet[c]_complex" "E151_pi[c]_complex"
"" "E128_amet[c]_complex" "E78_mn2[c]_pi[c]_complex"
"" "E128_amet[c]_complex" "E377_dhna[c]_complex"
"" "E128_amet[c]_complex" "E429_pi[c]_complex"
"" "E128_amet[c]_complex" "E442_pi[c]_complex"
"" "E128_amet[c]_complex" "E452_pre6a[c]_complex"
"" "E128_amet[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E128_amet[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E128_amet[c]_complex" "E421_dxyl5p[c]_complex"
"" "E128_amet[c]_complex" "E409_pgp181_9[c]_complex"
"" "x(198)" "E128_amet[c]_complex"
"" "E128_amet[c]_complex" "E175_pi[c]_complex"
"" "(x(216)" "E128_amet[c]_complex"
"" "x(503)" "E128_amet[c]_complex"
"" "E128_amet[c]_complex" "E488_nadph[c]_omppp9[c]_complex"
"" "E128_amet[c]_complex" "E24_arg__L[c]_complex"
"" "E128_amet[c]_complex" "E344_ppi[c]_prbamp[c]_complex"
"" "x(90))" "E128_amet[c]_complex"
"" "(x(513)" "E128_amet[c]_complex"
"" "E128_amet[c]_complex" "E194_u23ga[c]_complex"
"" "E128_amet[c]_complex" "E57_asp__L[c]_complex"
"" "E128_amet[c]_complex" "E307_asp__L[c]_complex"
"" "x(53)" "E128_amet[c]_complex"
"" "E128_amet[c]_complex" "E406_ppi[c]_complex"
"" "E128_amet[c]_complex" "E476_acgam1p[c]_complex"
"" "E128_amet[c]_complex" "E13_udcpdp[c]_complex"
"" "x(521)" "E128_amet[c]_complex"
"" "E128_amet[c]_complex" "E451_pre5[c]_complex"
"" "E128_amet[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "x(602)" "E128_amet[c]_complex"
"" "E128_amet[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E128_amet[c]_complex" "E168_pyr[c]_complex"
"" "E128_amet[c]_complex" "E240_akg[c]_complex"
"" "E128_amet[c]_complex" "E140_chlld[c]_complex"
"" "E128_amet[c]_complex" "E361_3hmop[c]_complex"
"" "E128_amet[c]_complex" "E209_h2o2[c]_iasp[c]_complex"
"" "E128_amet[c]_complex" "E25_lipidAds[c]_udp[c]_complex"
"" "x(75)" "E128_amet[c]_complex"
"" "E128_amet[c]_complex" "E137_uaagmda[c]_udp[c]_complex"
"" "E128_amet[c]_complex" "E334_pi[c]_complex"
"" "E128_amet[c]_complex" "E81_k[c]_pi[c]_complex"
"" "E128_amet[c]_complex" "E90_mg2[c]_pi[c]_complex"
"" "E128_amet[c]_complex" "E8_pi[c]_complex"
"" "x(675)" "E128_amet[c]_complex"
"" "2-Hydroxyphenylacetate" "E128_amet[c]_complex"
"" "(x(466)&x(462))" "E161_2ahhmp[c]_complex"
"" "E161_2ahhmp[c]_complex" "E406_4ppan[c]_cys__L[c]_complex"
"" "x(64)" "E161_2ahhmp[c]_complex"
"" "E161_2ahhmp[c]_complex" "E351_dump[c]_complex"
"" "E161_2ahhmp[c]_complex" "E319_dudp[c]_complex"
"" "x(30)" "E161_2ahhmp[c]_complex"
"" "x(44)" "E161_2ahhmp[c]_complex"
"" "(x(37)" "E161_2ahhmp[c]_complex"
"" "x(60)" "E161_2ahhmp[c]_complex"
"" "E161_2ahhmp[c]_complex" "E492_ala__L[c]_complex"
"" "E161_2ahhmp[c]_complex" "E506_ala__D[c]_complex"
"" "E161_2ahhmp[c]_complex" "E133_alaala[c]_complex"
"" "E161_2ahhmp[c]_complex" "E319_dadp[c]_complex"
"" "(x(566)&x(569)&x(568))" "E161_2ahhmp[c]_complex"
"" "E161_2ahhmp[c]_complex" "E442_cu2[p]_complex"
"" "(x(649)&x(648))" "E161_2ahhmp[c]_complex"
"" "E161_2ahhmp[c]_complex" "E465_co1dam[c]_complex"
"" "x(148)" "E161_2ahhmp[c]_complex"
"" "E161_2ahhmp[c]_complex" "E319_dcdp[c]_complex"
"" "E161_2ahhmp[c]_complex" "E141_acglu[c]_complex"
"" "E161_2ahhmp[c]_complex" "E154_asp__L[c]_citr__L[c]_complex"
"" "E161_2ahhmp[c]_complex" "E498_26dap__M[c]_complex"
"" "E161_2ahhmp[c]_complex" "E319_dgdp[c]_complex"
"" "E161_2ahhmp[c]_complex" "E467_adcobhex[c]_applp[c]_complex"
"" "E161_2ahhmp[c]_complex" "E351_dtmp[c]_complex"
"" "E161_2ahhmp[c]_complex" "E247_ac[c]_coa[c]_complex"
"" "E161_2ahhmp[c]_complex" "E480_5fthf[c]_complex"
"" "E161_2ahhmp[c]_complex" "E213_aps[c]_complex"
"" "x(86)" "E161_2ahhmp[c]_complex"
"" "(x(698)&x(694)&x(696)&x(699))" "E161_2ahhmp[c]_complex"
"" "E161_2ahhmp[c]_complex" "E372_coa[c]_complex"
"" "x(615)" "E161_2ahhmp[c]_complex"
"" "E161_2ahhmp[c]_complex" "E93_cu2[p]_complex"
"" "E215_so3[c]_trdox[c]_complex" "E216_h2o[c]_complex"
"" "E241_3dhsk[c]_complex" "E222_met__L[c]_thf[c]_complex"
"" "E241_3dhsk[c]_complex" "E206_h2o[c]_complex"
"" "E241_3dhsk[c]_complex" "E139_thrp[c]_complex"
"" "x(45)" "E241_3dhsk[c]_complex"
"" "E241_3dhsk[c]_complex" "E52_nadp[c]_complex"
"" "E241_3dhsk[c]_complex" "E297_nadp[c]_complex"
"" "E241_3dhsk[c]_complex" "E418_atp[c]_complex"
"" "x(64)" "E241_3dhsk[c]_complex"
"" "E241_3dhsk[c]_complex" "E352_dump[c]_complex"
"" "x(487)" "E241_3dhsk[c]_complex"
"" "E241_3dhsk[c]_complex" "E369_akg[c]_complex"
"" "E241_3dhsk[c]_complex" "E95_pi[c]_complex"
"" "E241_3dhsk[c]_complex" "E449_pre3a[c]_complex"
"" "x(687)" "E241_3dhsk[c]_complex"
"" "E241_3dhsk[c]_complex" "E465_atp[c]_co1dam[c]_complex"
"" "E241_3dhsk[c]_complex" "E481_nad[c]_complex"
"" "x(715)" "E241_3dhsk[c]_complex"
"" "E241_3dhsk[c]_complex" "E229_nadh[c]_phytof[c]_complex"
"" "E241_3dhsk[c]_complex" "E409_pgp161[c]_complex"
"" "E241_3dhsk[c]_complex" "E412_sqdg183_6_9_12[c]_udp[c]_complex"
"" "x(135)" "E241_3dhsk[c]_complex"
"" "E241_3dhsk[c]_complex" "E67_glu__L[c]_pyr[c]_complex"
"" "E241_3dhsk[c]_complex" "E196_nh3[c]_complex"
"" "E241_3dhsk[c]_complex" "E208_23dhdp[c]_complex"
"" "E241_3dhsk[c]_complex" "E229_nadph[c]_phytof[c]_complex"
"" "E241_3dhsk[c]_complex" "E317_caro[c]_complex"
"" "E241_3dhsk[c]_complex" "E503_dvpchlld[c]_complex"
"" "E241_3dhsk[c]_complex" "E361_nadph[c]_complex"
"" "E241_3dhsk[c]_complex" "E406_4ppcys[c]_complex"
"" "E241_3dhsk[c]_complex" "E117_spmd[c]_complex"
"" "E241_3dhsk[c]_complex" "E133_pi[c]_ugmda[c]_complex"
"" "E241_3dhsk[c]_complex" "E151_pi[c]_complex"
"" "E241_3dhsk[c]_complex" "E78_mn2[c]_pi[c]_complex"
"" "E241_3dhsk[c]_complex" "E377_dhna[c]_complex"
"" "E241_3dhsk[c]_complex" "E429_pi[c]_complex"
"" "E241_3dhsk[c]_complex" "E442_pi[c]_complex"
"" "E241_3dhsk[c]_complex" "E452_pre6a[c]_complex"
"" "E241_3dhsk[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E241_3dhsk[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E241_3dhsk[c]_complex" "E421_dxyl5p[c]_complex"
"" "E241_3dhsk[c]_complex" "E409_pgp181_9[c]_complex"
"" "x(198)" "E241_3dhsk[c]_complex"
"" "E241_3dhsk[c]_complex" "E175_pi[c]_complex"
"" "(x(216)" "E241_3dhsk[c]_complex"
"" "x(503)" "E241_3dhsk[c]_complex"
"" "E241_3dhsk[c]_complex" "E488_nadph[c]_omppp9[c]_complex"
"" "E241_3dhsk[c]_complex" "E24_arg__L[c]_complex"
"" "E241_3dhsk[c]_complex" "E344_ppi[c]_prbamp[c]_complex"
"" "x(90))" "E241_3dhsk[c]_complex"
"" "(x(513)" "E241_3dhsk[c]_complex"
"" "E241_3dhsk[c]_complex" "E194_u23ga[c]_complex"
"" "E241_3dhsk[c]_complex" "E57_asp__L[c]_complex"
"" "E241_3dhsk[c]_complex" "E307_asp__L[c]_complex"
"" "x(53)" "E241_3dhsk[c]_complex"
"" "E241_3dhsk[c]_complex" "E406_ppi[c]_complex"
"" "E241_3dhsk[c]_complex" "E476_acgam1p[c]_complex"
"" "E241_3dhsk[c]_complex" "E13_udcpdp[c]_complex"
"" "x(521)" "E241_3dhsk[c]_complex"
"" "E241_3dhsk[c]_complex" "E451_pre5[c]_complex"
"" "E241_3dhsk[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "x(602)" "E241_3dhsk[c]_complex"
"" "E241_3dhsk[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E241_3dhsk[c]_complex" "E168_pyr[c]_complex"
"" "E241_3dhsk[c]_complex" "E240_akg[c]_complex"
"" "E241_3dhsk[c]_complex" "E140_chlld[c]_complex"
"" "E241_3dhsk[c]_complex" "E361_3hmop[c]_complex"
"" "E241_3dhsk[c]_complex" "E209_h2o2[c]_iasp[c]_complex"
"" "E241_3dhsk[c]_complex" "E25_lipidAds[c]_udp[c]_complex"
"" "x(75)" "E241_3dhsk[c]_complex"
"" "E241_3dhsk[c]_complex" "E137_uaagmda[c]_udp[c]_complex"
"" "E241_3dhsk[c]_complex" "E334_pi[c]_complex"
"" "E241_3dhsk[c]_complex" "E81_k[c]_pi[c]_complex"
"" "E241_3dhsk[c]_complex" "E90_mg2[c]_pi[c]_complex"
"" "E241_3dhsk[c]_complex" "E8_pi[c]_complex"
"" "x(675)" "E241_3dhsk[c]_complex"
"" "2-Hydroxyphenylacetate" "E241_3dhsk[c]_complex"
"" "x(27)" "E260_atp[c]_complex"
"" "x(32)" "x(77)"
"" "x(32)" "E34_adp[c]_h[c]_complex"
"" "x(32)" "E250_hco3[c]_complex"
"" "E217_fdxrd[c]_h[c]_complex" "E199_h[c]_complex"
"" "x(52)" "x(56)"
"" "E67_pyr[c]_complex" "E328_atp[c]_complex"
"" "x(67)" "E67_pyr[c]_complex"
"" "E67_pyr[c]_complex" "E500_atp[c]_complex"
"" "E67_pyr[c]_complex" "E136_accoa[c]_complex"
"" "x(144)" "E67_pyr[c]_complex"
"" "E67_pyr[c]_complex" "E254_atp[c]_cys__L[c]_complex"
"" "E67_pyr[c]_complex" "E306_h[c]_complex"
"" "x(93)" "E67_pyr[c]_complex"
"" "1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate" "N-(5-Phospho-D-ribosyl)anthranilate"
"" "Chorismate" "Prephenate"
"" "x(65)" "E444_h[c]_complex"
"" "x(65)" "E457_nad[c]_complex"
"" "x(460)" "E444_phpyr[c]_complex"
"" "x(504)" "E444_phpyr[c]_complex"
"" "E444_phpyr[c]_complex" "E368_3mob[c]_accoa[c]_complex"
"" "x(17)" "E444_phpyr[c]_complex"
"" "E444_phpyr[c]_complex" "E78_atp[c]_complex"
"" "E444_phpyr[c]_complex" "E442_atp[c]_cu2[p]_complex"
"" "E444_phpyr[c]_complex" "E94_atp[c]_complex"
"" "x(131)" "E444_phpyr[c]_complex"
"" "x(137)" "E444_phpyr[c]_complex"
"" "E126_atp[c]_complex" "E444_phpyr[c]_complex"
"" "E444_phpyr[c]_complex" "E224_ahcys[c]_complex"
"" "x(468)" "E444_phpyr[c]_complex"
"" "E444_phpyr[c]_complex" "E499_hmppp9[c]_nadp[c]_complex"
"" "E444_phpyr[c]_complex" "E14_ahdt[c]_complex"
"" "E444_phpyr[c]_complex" "E71_3mob[c]_accoa[c]_complex"
"" "x(121)" "E444_phpyr[c]_complex"
"" "E444_phpyr[c]_complex" "E333_trdox[c]_complex"
"" "E444_phpyr[c]_complex" "E429_atp[c]_fe2[p]_complex"
"" "E444_phpyr[c]_complex" "E452_amet[c]_complex"
"" "E444_phpyr[c]_complex" "E427_nadp[c]_complex"
"" "(x(489)" "E444_phpyr[c]_complex"
"" "x(491))" "E444_phpyr[c]_complex"
"" "x(812)" "E444_phpyr[c]_complex"
"" "(x(194)" "E444_phpyr[c]_complex"
"" "x(43)" "E444_phpyr[c]_complex"
"" "E444_phpyr[c]_complex" "E385_uppg3[c]_complex"
"" "E444_phpyr[c]_complex" "E350_imacp[c]_complex"
"" "E444_phpyr[c]_complex" "E360_3mob[c]_complex"
"" "E444_phpyr[c]_complex" "E98_atp[c]_complex"
"" "E444_phpyr[c]_complex" "E371_sucbz[c]_complex"
"" "x(521)" "E444_phpyr[c]_complex"
"" "E444_phpyr[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E444_phpyr[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E444_phpyr[c]_complex" "E177_agm[c]_complex"
"" "E444_phpyr[c]_complex" "E14_dhpmp[c]_complex"
"" "E444_phpyr[c]_complex" "E199_udpsq[c]_complex"
"" "E444_phpyr[c]_complex" "E47_fdp[c]_complex"
"" "E444_phpyr[c]_complex" "E276_fdp[c]_complex"
"" "E444_phpyr[c]_complex" "E170_arg__L[c]_complex"
"" "E444_phpyr[c]_complex" "E17_4gudbutn[c]_complex"
"" "E444_phpyr[c]_complex" "E178_4gudbutn[c]_complex"
"" "E444_phpyr[c]_complex" "E110_asn__L[c]_complex"
"" "E444_phpyr[c]_complex" "E131_asn__L[c]_complex"
"" "E444_phpyr[c]_complex" "E258_gthrd[c]_complex"
"" "E444_phpyr[c]_complex" "E42_cgly[c]_complex"
"" "E444_phpyr[c]_complex" "E156_6pgl[c]_complex"
"" "E444_phpyr[c]_complex" "E349_ctp[c]_complex"
"" "E444_phpyr[c]_complex" "E49_2pglyc[c]_complex"
"" "E444_phpyr[c]_complex" "E273_2pglyc[c]_complex"
"" "E444_phpyr[c]_complex" "E274_2pglyc[c]_complex"
"" "E444_phpyr[c]_complex" "E56_gtp[c]_complex"
"" "E444_phpyr[c]_complex" "E58_amp[c]_complex"
"" "E444_phpyr[c]_complex" "E315_amp[c]_complex"
"" "E444_phpyr[c]_complex" "E7_atp[c]_cobalt2[c]_complex"
"" "E444_phpyr[c]_complex" "E415_atp[c]_cobalt2[c]_complex"
"" "E444_phpyr[c]_complex" "E91_atp[c]_ca2[p]_complex"
"" "E444_phpyr[c]_complex" "E433_atp[c]_ca2[p]_complex"
"" "E444_phpyr[c]_complex" "E382_25dhpp[c]_complex"
"" "E444_phpyr[c]_complex" "E103_adprib[c]_complex"
"" "E444_phpyr[c]_complex" "E474_adprib[c]_complex"
"" "E444_phpyr[c]_complex" "E477_csn[c]_complex"
"" "E444_phpyr[c]_complex" "E316_fmn[c]_complex"
"" "E444_phpyr[c]_complex" "E105_gtp[c]_complex"
"" "E444_phpyr[c]_complex" "E482_amp[c]_complex"
"" "E444_phpyr[c]_complex" "E329_arg__L[c]_complex"
"" "E444_phpyr[c]_complex" "E121_cytd[c]_complex"
"" "E444_phpyr[c]_complex" "E122_amp[c]_complex"
"" "E444_phpyr[c]_complex" "E58_cmp[c]_complex"
"" "E444_phpyr[c]_complex" "E315_cmp[c]_complex"
"" "E444_phpyr[c]_complex" "E333_ctp[c]_complex"
"" "E444_phpyr[c]_complex" "E179_10fthf[c]_complex"
"" "E444_phpyr[c]_complex" "E88_atp[c]_cobalt2[p]_complex"
"" "E444_phpyr[c]_complex" "E349_dctp[c]_complex"
"" "E444_phpyr[c]_complex" "E56_trdox[c]_complex"
"" "E444_phpyr[c]_complex" "E81_atp[c]_complex"
"" "E444_phpyr[c]_complex" "E90_atp[c]_complex"
"" "E444_phpyr[c]_complex" "E8_atp[c]_fe3[p]_complex"
"" "E444_phpyr[c]_complex" "E95_atp[c]_fe3[p]_complex"
"" "E444_phpyr[c]_complex" "E101_atp[c]_cobalt2[c]_complex"
"" "E444_phpyr[c]_complex" "E427_ipdp[c]_nadp[c]_complex"
"" "E444_phpyr[c]_complex" "E150_dhpmp[c]_complex"
"" "E222_met__L[c]_thf[c]_complex" "E206_h2o[c]_complex"
"" "E222_met__L[c]_thf[c]_complex" "E139_thrp[c]_complex"
"" "x(45)" "E222_met__L[c]_thf[c]_complex"
"" "E222_met__L[c]_thf[c]_complex" "E52_nadp[c]_complex"
"" "E222_met__L[c]_thf[c]_complex" "E297_nadp[c]_complex"
"" "E222_met__L[c]_thf[c]_complex" "E418_atp[c]_complex"
"" "x(64)" "E222_met__L[c]_thf[c]_complex"
"" "E222_met__L[c]_thf[c]_complex" "E352_dump[c]_complex"
"" "x(487)" "E222_met__L[c]_thf[c]_complex"
"" "E222_met__L[c]_thf[c]_complex" "E369_akg[c]_complex"
"" "E222_met__L[c]_thf[c]_complex" "E95_pi[c]_complex"
"" "E222_met__L[c]_thf[c]_complex" "E449_pre3a[c]_complex"
"" "x(687)" "E222_met__L[c]_thf[c]_complex"
"" "E222_met__L[c]_thf[c]_complex" "E465_atp[c]_co1dam[c]_complex"
"" "E222_met__L[c]_thf[c]_complex" "E481_nad[c]_complex"
"" "x(715)" "E222_met__L[c]_thf[c]_complex"
"" "E222_met__L[c]_thf[c]_complex" "E229_nadh[c]_phytof[c]_complex"
