"V1" "V2"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E54_pa_pf_18_2_18_2[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E283_pa_pf_18_2_18_2[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E291_adp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E291_amp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E201_gmp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E291_atp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E291_ctp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E109_mi14p[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E58_tag_pf_18_0_18_0_18_1[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E298_tag_pf_18_0_18_0_18_1[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E300_tag_pf_18_0_18_0_18_1[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E46_pchol_pf_16_0_20_4[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E263_pchol_pf_16_0_20_4[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E265_pchol_pf_16_0_20_4[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E46_pe_pf_20_4_20_4[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E263_pe_pf_20_4_20_4[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E265_pe_pf_20_4_20_4[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E54_pa_pf_16_0_20_4[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E283_pa_pf_16_0_20_4[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E54_pa_pf_20_4_20_4[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E283_pa_pf_20_4_20_4[c]_complex"
"" "Phosphatidyl glycerophsophate(plasmodium)" "E420_acgpail_pf_18_0_18_1[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E108_mi4p__D[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E317_mag160[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E317_mag180[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E58_tag_pf_16_0_18_0_18_0[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E298_tag_pf_16_0_18_0_18_0[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E300_tag_pf_16_0_18_0_18_0[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E58_tag_pf_18_0_18_1_16_0[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E298_tag_pf_18_0_18_1_16_0[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E300_tag_pf_18_0_18_1_16_0[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E58_dag_pf_16_0_18_1[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E298_dag_pf_16_0_18_1[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E300_dag_pf_16_0_18_1[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E58_dag_pf_18_0_18_1[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E298_dag_pf_18_0_18_1[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E300_dag_pf_18_0_18_1[c]_complex"
